0.002577, -0.011555, 0.001230, 176103.966346
-0.000474, -0.023258, -0.006404, 176103.985581
0.010156, -0.021827, -0.004968, 176104.004827
0.004352, -0.039400, 0.001103, 176104.024064
-0.005630, -0.012926, -0.001418, 176104.043300
-0.004166, -0.015218, -0.007673, 176104.062545
0.005832, -0.001012, 0.003849, 176104.081785
0.003566, 0.000090, 0.000059, 176104.101037
0.002656, -0.004585, -0.004994, 176104.120265
0.006143, -0.011465, 0.001289, 176104.139514
0.002780, -0.025493, 0.003661, 176104.158739
0.008705, -0.013728, -0.002440, 176104.177982
0.014736, -0.011254, -0.006086, 176104.197249
-0.003095, -0.026804, 0.002304, 176104.216461
-0.017629, -0.036484, -0.018038, 176104.235702
-0.010715, -0.040950, -0.009178, 176104.254939
-0.002716, -0.023318, -0.010200, 176104.274178
0.009335, 0.010693, -0.001039, 176104.293421
0.000024, -0.001161, -0.000006, 176104.312665
-0.017983, 0.008841, -0.001500, 176104.331897
0.001913, 0.022127, 0.000156, 176104.351142
0.019776, 0.016770, 0.002926, 176104.370378
0.008978, -0.028827, -0.001267, 176104.389617
0.003853, -0.024302, 0.006192, 176104.408862
-0.008681, 0.012565, 0.002433, 176104.428100
-0.002230, -0.022129, 0.008610, 176104.447339
-0.026427, -0.115706, 0.007686, 176104.466586
-0.030747, -0.097214, 0.017743, 176104.485815
-0.026934, -0.008794, 0.025820, 176104.505054
-0.006624, -0.065225, 0.023332, 176104.524301
0.000923, -0.054590, 0.005973, 176104.543537
0.003914, -0.070789, -0.001586, 176104.562777
0.011430, -0.047351, 0.007440, 176104.582017
0.038098, 0.016086, 0.023272, 176104.601255
0.045156, 0.012755, -0.005450, 176104.620492
0.037849, 0.007929, 0.001921, 176104.639740
0.055387, -0.027656, -0.001749, 176104.658972
0.075802, -0.093379, -0.001781, 176104.678211
0.096118, -0.052188, 0.005050, 176104.697455
0.128403, -0.018828, 0.014540, 176104.716694
0.136053, -0.131317, 0.065409, 176104.735941
0.157654, -0.144714, 0.068196, 176104.755178
0.222826, -0.073397, 0.002007, 176104.774415
0.256587, -0.028416, -0.036028, 176104.793650
0.282650, -0.048638, 0.011903, 176104.812895
0.385859, -0.015802, 0.035090, 176104.832132
0.466937, 0.007148, 0.017759, 176104.851370
0.367648, -0.043046, -0.038039, 176104.870612
0.328400, -0.133476, 0.013434, 176104.889852
0.402022, -0.121161, 0.010957, 176104.909088
0.463275, -0.040592, 0.014925, 176104.928332
0.505132, -0.010501, -0.008024, 176104.947570
0.479032, -0.030908, 0.001456, 176104.966813
0.429134, -0.051864, 0.076951, 176104.986053
0.467143, 0.093154, 0.028269, 176105.005289
0.511510, 0.088433, -0.011122, 176105.024528
