0.050674, -0.016556, -1.050629, 176103.230751
0.047714, -0.017624, -1.049698, 176103.252832
0.056747, -0.016434, -1.062317, 176103.274145
0.059464, -0.019211, -1.053345, 176103.296238
0.055542, -0.015381, -1.051514, 176103.317595
0.055664, -0.013443, -1.056458, 176103.338865
0.059464, -0.018234, -1.053345, 176103.360444
0.054459, -0.013397, -1.044632, 176103.381956
0.050613, -0.017517, -1.047653, 176103.403876
0.060455, -0.016235, -1.053345, 176103.425876
0.055542, -0.016388, -1.051498, 176103.448067
0.060410, -0.013229, -1.050430, 176103.470304
0.054688, -0.015457, -1.056458, 176103.492382
0.056473, -0.017319, -1.049484, 176103.514532
0.058701, -0.019333, -1.063248, 176103.536566
0.052612, -0.015472, -1.050598, 176103.558750
0.055634, -0.012466, -1.055466, 176103.580823
0.055496, -0.015366, -1.049530, 176103.603257
0.055603, -0.015396, -1.054474, 176103.624466
0.060257, -0.013184, -1.043518, 176103.646616
0.054428, -0.018341, -1.044586, 176103.668181
0.058731, -0.017365, -1.064240, 176103.690188
0.051682, -0.018509, -1.053543, 176103.712463
0.052612, -0.014496, -1.050598, 176103.734291
0.058472, -0.015289, -1.051437, 176103.756390
0.051636, -0.015503, -1.050629, 176103.778604
0.051727, -0.017532, -1.055527, 176103.800900
0.055557, -0.016388, -1.052490, 176103.822876
0.060486, -0.015244, -1.055328, 176103.844484
0.051620, -0.018478, -1.050598, 176103.866640
0.052856, -0.016571, -1.062408, 176103.888320
0.050659, -0.011612, -1.049667, 176103.909712
0.052536, -0.013474, -1.046661, 176103.931800
0.057648, -0.015381, -1.059326, 176103.953117
0.054810, -0.017487, -1.062363, 176103.975222
0.055496, -0.013382, -1.048569, 176103.997288
0.050812, -0.016617, -1.057510, 176104.019352
0.050934, -0.014679, -1.063461, 176104.040537
0.049606, -0.016556, -1.046707, 176104.062073
0.048981, -0.012772, -1.063522, 176104.084196
0.046753, -0.011749, -1.049774, 176104.106277
0.051636, -0.016510, -1.050613, 176104.128437
0.050766, -0.017578, -1.055542, 176104.150593
0.047882, -0.012741, -1.056641, 176104.172616
0.047745, -0.014664, -1.050720, 176104.195093
0.049026, -0.015732, -1.066452, 176104.216815
0.043930, -0.011871, -1.053787, 176104.238958
0.044800, -0.013779, -1.049805, 176104.261097
0.045761, -0.013733, -1.047806, 176104.283010
0.046082, -0.013855, -1.063599, 176104.305078
0.047913, -0.013733, -1.058609, 176104.327166
0.062439, -0.010254, -1.055313, 176104.348389
0.053665, -0.015488, -1.055496, 176104.370500
0.050995, -0.013687, -1.065445, 176104.392588
0.044846, -0.013794, -1.051788, 176104.414735
0.049957, -0.013702, -1.062515, 176104.436814
0.052994, -0.011673, -1.068359, 176104.458923
0.038071, -0.009094, -1.052002, 176104.481078
0.046738, -0.008759, -1.047836, 176104.503048
0.041779, -0.009872, -1.042999, 176104.525257
0.045883, -0.017731, -1.054688, 176104.546547
0.036362, -0.004318, -1.062927, 176104.568608
0.032349, -0.011322, -1.058014, 176104.590318
0.035141, -0.009186, -1.051086, 176104.612415
0.034164, -0.009216, -1.051117, 176104.634342
0.047623, -0.013046, -1.091187, 176104.657054
0.037659, -0.019226, -1.081497, 176104.678528
0.026443, -0.009521, -1.054245, 176104.700611
0.048920, -0.022629, -1.062454, 176104.722707
0.052673, -0.020447, -1.054489, 176104.744340
-0.006302, -0.008835, -1.068878, 176104.766209
0.019852, -0.030609, -1.068039, 176104.788338
0.033630, -0.056885, -1.081284, 176104.810450
0.048477, -0.060425, -1.094711, 176104.832679
-0.002075, -0.035126, -1.043869, 176104.854719
0.029861, -0.071533, -1.043777, 176104.876859
0.044983, -0.060318, -1.067184, 176104.898977
0.035339, -0.083466, -1.075119, 176104.921062
0.010803, -0.078278, -1.062943, 176104.943415
0.043930, -0.108444, -1.026367, 176104.965358
0.051193, -0.107346, -1.046906, 176104.987494
0.011398, -0.087021, -1.047073, 176105.009595
0.053177, -0.134033, -1.054535, 176105.031721
0.013412, -0.083023, -1.050003, 176105.053789
0.030350, -0.125748, -1.030487, 176105.075861
0.031631, -0.168335, -1.053802, 176105.098003
-0.026917, -0.181244, -1.048218, 176105.119431
0.031860, -0.193756, -1.022980, 176105.141511
0.028641, -0.213913, -1.058411, 176105.163656
0.002243, -0.203918, -1.050293, 176105.185703
-0.005203, -0.233612, -1.025543, 176105.206912
0.016357, -0.225998, -1.031982, 176105.229053
0.003647, -0.232361, -1.030273, 176105.251205
0.017258, -0.242752, -1.031830, 176105.273116
-0.014038, -0.237854, -1.022766, 176105.295226
0.006302, -0.243027, -1.019272, 176105.317333
0.007309, -0.259811, -1.025024, 176105.339585
0.009766, -0.258575, -1.001312, 176105.361561
0.029694, -0.277451, -0.981903, 176105.383657
0.008163, -0.291397, -1.024750, 176105.406025
-0.007248, -0.297943, -1.033951, 176105.427118
-0.002045, -0.309006, -0.958755, 176105.449392
-0.004120, -0.310364, -0.998245, 176105.471292
-0.053635, -0.313171, -1.006378, 176105.492714
-0.027008, -0.317917, -0.976059, 176105.514847
-0.003571, -0.327637, -0.934952, 176105.536986
-0.028687, -0.327606, -0.944458, 176105.559042
-0.022339, -0.361206, -0.974594, 176105.581111
-0.039398, -0.355057, -0.995789, 176105.603212
-0.013824, -0.340042, -0.959778, 176105.625386
-0.048737, -0.355179, -0.968399, 176105.647452
-0.032623, -0.377563, -0.999390, 176105.669637
-0.016312, -0.364029, -0.985291, 176105.691775
-0.022491, -0.378952, -0.971497, 176105.714016
-0.046585, -0.387802, -0.983871, 176105.736024
-0.034470, -0.413269, -1.009995, 176105.758131
-0.048828, -0.382217, -1.015549, 176105.780884
-0.033096, -0.387283, -0.977646, 176105.802492
-0.058701, -0.407837, -0.967239, 176105.823915
-0.014648, -0.430145, -0.983719, 176105.845803
-0.036423, -0.414352, -1.011032, 176105.867803
-0.043213, -0.426071, -0.966705, 176105.889130
-0.032730, -0.431534, -0.956528, 176105.911291
-0.044357, -0.499222, -0.973022, 176105.933360
-0.072418, -0.487045, -0.931396, 176105.955341
-0.083298, -0.475113, -0.873566, 176105.977438
-0.057358, -0.513031, -0.912064, 176105.999465
-0.055618, -0.501007, -0.899292, 176106.021650
-0.079620, -0.504578, -0.869308, 176106.043773
-0.049286, -0.505554, -0.877380, 176106.065632
-0.070511, -0.510330, -0.887756, 176106.087678
-0.048279, -0.522964, -0.835800, 176106.109900
-0.052505, -0.535233, -0.868378, 176106.131992
-0.055420, -0.548569, -0.917648, 176106.154109
-0.096069, -0.557617, -0.884064, 176106.176137
-0.082809, -0.548706, -0.817703, 176106.198232
-0.057129, -0.586929, -0.890747, 176106.220365
-0.098511, -0.584610, -0.912491, 176106.242711
-0.087143, -0.590622, -0.851974, 176106.264603
-0.094086, -0.575592, -0.796066, 176106.286788
-0.083817, -0.598587, -0.872559, 176106.307961
-0.088699, -0.614563, -0.875504, 176106.329317
-0.073532, -0.631302, -0.812851, 176106.373012
-0.100235, -0.631470, -0.839142, 176106.395090
-0.097839, -0.660477, -0.772751, 176106.417308
-0.096405, -0.676422, -0.797256, 176106.439294
-0.114044, -0.659210, -0.788940, 176106.461446
-0.109818, -0.644348, -0.801788, 176106.483537
-0.096359, -0.652710, -0.795471, 176106.505419
-0.075729, -0.710037, -0.768845, 176106.527516
-0.128479, -0.658401, -0.748871, 176106.548724
-0.119934, -0.656021, -0.738815, 176106.570806
-0.097961, -0.661407, -0.766815, 176106.592781
-0.079971, -0.692245, -0.748383, 176106.614889
-0.085129, -0.701187, -0.735611, 176106.636986
-0.091080, -0.687546, -0.727966, 176106.659105
-0.103271, -0.695679, -0.705505, 176106.680947
-0.052032, -0.738037, -0.790695, 176106.703009
-0.096954, -0.723724, -0.780106, 176106.725150
